class,tweet
1,prettyflacko taking like bitch bra
1,pribski idgaf hoe
1,primomars nicca u read typed u aint slo long shot dont play dumb litebrite lol
2,princedemitri theweek russlljones typical hitchens type atheist watching doc hollywood hates god ready mock
1,princegreenjr hold back say retarded tits fake
1,prince williamb mixya nothing shoes ignorant twat
1,princesslexii damn called bitch bruh lol
0,princesslexii fucking coon
1,prissypisces talkin bout sluts hoes general
2,progress ohio msnbc meetthepress would spend money trash like
0,properetacet fuck mother faggot
0,prophzilla hate blew like hipster hate faggots say love music based worst
1,prophzilla honesty think internet full retards
1,prophzilla went college wanted get ukulele quickly realised bigger fag guitar kid quad
2,prosperindia ho without ur vote lost election ak taking oath pm today
1,protectyournet know right wasting time thinking hr till sta day retarded
2,pudingtane yeah think injuns think redskins politics alcoholism washingtondc
2,pushinuproses current favorite line shea moisture target cvs great dry curly colored hair
1,pussybeezus whatever hoe
1,pzfeed guy would get show spike could somehow revive son bitch watch
0,quan retarded bruh lol
2,qvc strawberry sho cake stacked whipped cream yellow spunge cake amp sliced strawberries freshly picked farm w kids
1,qovem played heimer suppo biggest faggot ever stupid cheese champion
1,quantryse hairypotterz hockeypuck get blocked bitches porch drunk yelling holy shit right kanye
1,quavostuntin bitch got dope panties sssshhhhh dramatic
1,quechele u know hispanics takin jobs niggers yeah somethin like hispanic
1,queenittybitty lmfao scanning anything fat hoes hittin
1,queensavage fresh boy gonna compare sushi pussy tho dicks going sushi
2,queensavage naw juss like making lil mad gone long tho hate boonies
1,queenshyba laughin screenshots bitch might code red
1,queen kaaat fuck right pussy
0,qui thepharaoh zapollo mildlydarkskin hes lying faggot used inspect element change number dollars account
1,r lentlsstr anastasiapacana yes like dick hate bitches
1,raepaelmunturo worldstarfunny aye sae en feeld kawkin dyke
1,raepaelmunturo apparently many bitches seen
1,rbesofii cants even fool colored man wit dis bullshit http co gtln tpmgi
1,real kaysavage bitch going nawl
1,rem funnypicsdepot davethebrave bitch ass voices head haha
1,rem supahfienmode bitch ass jorge haha work nigga
1,rem drunk hoe bro solo dolo
1,rem biiiiiiiitch sta haha niggggg grandma come hoe ya want try scoop ya today ya
1,rfam shut faggot
1,rfradsham fuck bitch shrimp sho midget dwarf infant jk
1,rhook ohwait itskate ejperuski pussy x
1,rj diggins get sleep pussy
1,rnic bam heard letting people know relationship problems amp arguing hoes like stop
2,rpopbox boxing yeah definitely guy fought lara cuts ring well huge boon canelo
0,rsbe dumb haitian fake black faggots go haiti neck
0,rabehchararah lmaoo fag
1,rachijuana popped molly every day last year beat bitch
1,racistnegro mrmooncricket fuck punk ass racist lil dick bitch repo ed fool
2,raincaudillo word ur decisions include anchor feather infinity sign bird
2,rainaluvsa picture yes updated pic added angel wing colored thanks represents
1,rainaluvsa intimidated pussies see sweet honest woman seriously could make stalking thing much easier
1,rams happy bi hday bitch
1,ranae hoe
1,rasheed sheen everything im outside come get bitch
1,rasheed sheen man damn dude come get bitch lml
2,ratchetsue thing better bargain yankee bargain
1,raul leura way hoesaaay lmao nigga go beethoven bitch
1,ravenpeltier jesuslovinj b r c e still bitch though
1,ravenpeltier hoes loyal
2,rawker ronnie k nba k get money stop playing old trash
1,ray lakee fag fuckin pirelli tire black ass nigga whit white boy shi nigga loosen lil bit bowbow
1,ray dec haha yeah say im little bitch
1,realfannymagnet pick lines like bet get much pussy numbers negative
2,realgilbe amp hunters anthem goes al goreing go hi ho dairy al goreing go
1,realniggasherm bitch
1,realniggasherm wen ho dwn da road
1,realnoth wonder career dump trash like belongs thanks greggutfeld pointing true colors
1,realpimpinken pimpinkendotnet sell bitch pussy til drip drop wet vet pet hey bitch
1,realskipbayless kingjames little bitch
1,realskipbayless haha much payed constantly know talking dumb ass wade trash
2,realskipbayless man wilson nd black qb win chip talkn trash talk shine russell
1,realskipbayless course u would pc lemming one says word nigger potential reek havoc society
1,realwalliewall ms inez fuckin cripple kid
1,realwalliewall sheet cripple
1,realydotgdot dat bitch dude
1,real liam payne pussy cat
1,real liam payne pussy http co ttzsxbts
2,rebellblume hats us trash tho lol
0,rednationblogga fuck faggots
1,reed nigga know bitch
0,reiddh agree fellow cracker
1,rellokid george twitter called limit nigga talked fighting drugs guns bitches hoes
1,rene gadecowboy course bitch learned mom make guy feel like foot tall
1,renoconfession one time band camp stuck flute pussy spanish springs
0,repgutierrez full called children children illegal border jumpers ms gang members
0,repulsivetool band sucked worse live fags guns amp poses
1,residinero bitch crib cooks cheesed eggs
1,residinero finna hoop inside fucking retard saying let know allergic reaction lip ass nigga
1,residinero hoes bruhhh lol
1,residinero ya bitch crib
1,respectbox lefthooklounge rodriguez texas trash bro
2,retroreasoning think rpgs birds bird brain yo
1,retroreasoning retarded pussy games notpc
0,reverendgrim titsofanarchy likes dat name dem sand niggers needs know dare place da pecker order
0,revolutionuk jesus would love muzzie urers fucking animal savages
1,rhyds herrrrrr shoulda came bird mans shit lit
1,richiedev converses stay close pleases nigguh
1,richbum mitch say got lil bitch getting memo
1,richhomielexx tryanna explain sumn des young boys days know wat true pimp pimpin des hoes moma lmfaoo
2,richardengel ugh lemme guess yellow cake heard story
0,richxinxflavor fag gtfo
1,rickbakas hard kind hoe
1,rickiroma bitch watch ya tone drag recycling bin bitch ass nigga gon end like limewire ol exe ass nigga
1,rickiroma shut fuck guys mediocre washed basura juice sit win close games raiders jets faggot
1,rickyngan target got high class hoes
1,ricky bitch
1,ricochavo oh cute fancy bitch
1,rightway getting people faces lol yet u r teabagger twitter dash shut fuck already
1,righteouz growejr could chick boobs face score fight better bitch made
1,righteouz growejr bitch jail
1,righteouz lmfao remember rednecks school shit lol
1,rihannahasaids free tickets go chemistry bitch
1,rihannahasaids knew farquaad faggot
1,rik fiair pusha ye gonna write whole bitch
0,rileycooper nigger fighter huh
1,rishaawilliams byee iverrishaa ghetto ass name
1,rivenbarkyahoo hale razor jim hogg county di poor democrat leaning county hebronville seat near ghetto
1,rnadjorell knocked bitch soul body lol
0,rniswirvinn lilkev j ur wrong stupid nigger
1,rob thereal raw god bitch bad
2,robda thanks go clean trash ya lil nasty lol
1,robfernau gregabbott tx nra dead babies piled like trash dump something proud
1,rob san ha lol like selenas horny bitch lol
2,robe gbeckel know good ho ho andreatantaros answers given ho ho whoa thefive
1,robincoldiron god damn bitches smh run away
1,robinfury drake bitch made likes phonte much track
1,roc ss ballhawk ca er nah son ca go half girl bitches wanting spend fake hair
1,rock like let em bring da heat dis bitch linkup bro
1,rocko real one rawest niccas doin dis shit
1,rodmarley fr finna bam nicca said yu lucky jus got robbery call
1,romeotorres bro fist bitches shit
1,ron ron song hoe
2,ronanfarrow yeah know anglo american principles slavery hate racism
2,ronnie k pharrell gave k trash non basketball soundtrack still problems servers
2,ronniemack dawg trash momma got charged littering dropped school
1,roodee poo aye bitch
1,rorschach disaster pussy thing wreck
1,rosaalbae ih tvvitterhoes faggot sent hella nudes hmmmm
0,roscoedash lmao soft ass nigga trying act tough little bitch sit watch sidelines pussy
1,roscoedash shut fuck wack fuck garbage mohawk faggot stop making music shovel snow scrub
1,rosegoldbenzo duh lol tweeting eating pussy back tongue made obvious lol
1,rosie politicususa yrs till next pres bitches bout dumb left
2,rottenstench dat charlie
1,rottenstench tanks lot dare mr pubes love uncle tom
1,rotten soil captfaggotpants boys sure come wit crazy names day never talked faggots
1,royallykate says one fills empty hole inside worshiping royal u kno may raging snotty bitch
2,royceda green bananas better yellow ones
2,rubyfakhoury nyquil dreams guynamedjordan lets forget fact everyone mother yellow fever
2,rudyjay asains take wu tang clan draft suppose half breed like miketaylorshow fallinginthedraft
1,rugarickrockers ima make sick entrance song nig
1,ruizmaria let know lol go kill hoes
0,runuldorants faggot sack
1,russelltpot ebgbz saying would beat like bitch put foot neck shoot
1,russelltpot lol dude wish got dd would make pussy like cry enemy
1,rvm bitch boy
1,rvm bitch
1,rvm reason hit know pussy get cool points
1,ryantravers lied hu like bitch bruises arm would suggest lol
1,ryeordie niggas told bitch made amp real niggas kind real
2,rylannwilliams ok chill love bird lol
0,rylannwilliams whooooo chelsey fuck lol juss bitch
0,sammi boyden bruh finally roll like rednecks drug dealers
1,sammi boyden idk let redneck shit ask samuela
1,sammi boyden hang conce smh ima kill bitch
0,sammi boyden well cunt suck ass
1,sammi boyden fucking twat sta talking
1,saulsof lthy pussy boi
1,saulsof lthy aint shit pussy lol go get hit aint touched yrs lmfao
2,sbpa melodybrooke fuzzy dice might nicest thing could put car lol
2,sfgiants trash smh game rigged bumgarner took roids
1,shaikethatass replied hoe http co plia
1,shanafin gotta love tanner country hoes amp haha
1,skeeerra thanks bitch proofread tweets vacation week
0,smasey faggot
2,smlbound cracker jack work cdc ya think checking plane full people
0,snakehaid wsaleen rducppp synnseer rebelgirl ur profile one armed nigger
1,sneakerluke wojtata mikeymikerowave joecushkush poor sos annoying ass cunts fans care know
1,spiffy vuitton gotta sta treatin ugly hoes like dimes get fine ass
1,spiffy vuitton see bitch fake leg bout come lmao kinda bad doe pole
1,spiffy vuitton pussy smell like boiled hot dog water lizard dick
2,ssickstory lester tried eat bird
0,staccs wnt fold tell coon
2,svl leemcastro even blogger moxy credentials anything create brand
1,swankpatrone nonexistent hoes
0,roach happy bi hday nicca coon shit responsible way
1,sactownprodigy lol like rgiii go like weak bitch return next year win games
2,sactownproidgy speakcomedy yunglucy karon avila noticed guys called jiggaboo
1,sactownproidgy speakcomedy yunglucy karon avila nigga get dick cheese force eat bitch
1,sadderdre poeticgenius knows man uncle tom mentality never die ol baker headass
1,salacioussully always amazed resilience keep going night shift really better ghetto
1,salacioussully tony drinking sloppily saying cunt hear bare ass
2,salacioussully hopefully back da ghetto
2,sallybitesalot lol find redneck oakleaf take
1,salondotcom foolishrepo er tell tweet twat
2,saltyblackbroad clear tweet naacp careful may brand race traitor nerve thinking
2,samfeistcnn cnnpolitics opinion plz election improvement bo still allowed trash america
1,samromero kxrxsxb timber nigger
2,samtrap world spank monkey monkey spanks us
1,sammylightning got hoes different area codes
1,sammylightning roll bitch dey like http co ja vgge
1,sammylightning tim pussy
1,sammyskinner hey nig
2,sammy sicko get bag pink n white coloured van sweets please thanks dude
1,sammytbh thats thought pussy
0,sammytbh whats youtube channel faggot
1,sammytbh fucking relevant get followers follow trains unfollow people faggot
1,sandraguzman nigger
1,sarahauten bitch slap asshole chair
1,sarahksilverman saw black nra skit vile funny fan anymore cunt
1,sarahlevitz okay shit hoe
2,sarahr gots take da colored vacation kentucky fried chicken da white meat
0,sarakateee faze rain proud faze family horrible one two ugly trailer trash fazeisgay
1,sasha ii atfierce queenkhia bitch stupid bey hive bee hive lil kim queen b bey queen b
1,savageniggg chillasstweets bitch
1,savagesaiyan real shit light armor bitch find tho
1,sayitaintchey bitch ing hella cheese tweets right said lactose intolerant gotta c
1,schoolboycole yes said spitted bitch
1,schoolboycole bitch
1,scanbc hoe cookie crisp cop case
1,schoolboyg gotta phone avi texting got negative bitches
1,schulzgrayson dswizzle dont mom bitch ass nigga u better shut fucking mouth duck ass
1,schulzgrayson dswizzle going talk shit least back fight bitch ass nigga swear u niggas fake pussy boy
1,schulzgrayson dswizzle lmfao im still pulling hoes suppose effect suppose hu felling fuck boy
0,schulzgrayson dswizzle oh woulda coulda shoulda ass niggas bitch ass nigga u bout oh ban wagging ass nigga catch phase
1,schulzgrayson dswizzle talkinfgalot shit cant back dem words tho bitch ass nigga u talking fighting
2,scoob yeah gonna play retards wanna drugs day
1,scootiemcb bitches need guidance lol
1,scottdeyager photshopped pinhead like johngalt pistons instead faggot needles gt might impressed gt gay
2,scottferrall howardstern photos kate upton cheers yankees last night game http co q svyrhudu
1,scottt brantality hunterxsfob think retarded somethin http co e p jkqcx
1,scottyplagues dancingxburrito reganleahhh come davis show celebrate retard
0,scoutingforfifa theburntchip joelbu fifa jpizzlefifa eye witness joel faggot
1,sequoia gabris yeah hoe
